#    L    TT             EE             TE             PP             TP          
  1035    0.96730E+03    0.36576E+02   -0.63029E+02    0.21057E+06    0.15832E+02
  1036    0.96910E+03    0.36348E+02   -0.63930E+02    0.21019E+06    0.15425E+02
  1037    0.97098E+03    0.36117E+02   -0.64810E+02    0.20981E+06    0.15024E+02
  1038    0.97301E+03    0.35883E+02   -0.65670E+02    0.20943E+06    0.14627E+02
  1039    0.97511E+03    0.35645E+02   -0.66504E+02    0.20905E+06    0.14235E+02
  1040    0.97714E+03    0.35403E+02   -0.67319E+02    0.20867E+06    0.13848E+02
  1041    0.97940E+03    0.35159E+02   -0.68110E+02    0.20829E+06    0.13466E+02
  1042    0.98166E+03    0.34910E+02   -0.68880E+02    0.20792E+06    0.13089E+02
  1043    0.98400E+03    0.34658E+02   -0.69625E+02    0.20754E+06    0.12717E+02
  1044    0.98649E+03    0.34402E+02   -0.70349E+02    0.20717E+06    0.12350E+02
  1045    0.98891E+03    0.34146E+02   -0.71052E+02    0.20679E+06    0.11989E+02
  1046    0.99148E+03    0.33885E+02   -0.71726E+02    0.20642E+06    0.11632E+02
  1047    0.99413E+03    0.33621E+02   -0.72387E+02    0.20605E+06    0.11280E+02
  1048    0.99671E+03    0.33354E+02   -0.73020E+02    0.20568E+06    0.10934E+02
  1049    0.99944E+03    0.33086E+02   -0.73624E+02    0.20531E+06    0.10592E+02
  1050    0.10022E+04    0.32814E+02   -0.74206E+02    0.20494E+06    0.10256E+02
  1051    0.10050E+04    0.32540E+02   -0.74768E+02    0.20458E+06    0.99248E+01
  1052    0.10079E+04    0.32263E+02   -0.75301E+02    0.20421E+06    0.95986E+01
  1053    0.10107E+04    0.31985E+02   -0.75813E+02    0.20384E+06    0.92775E+01
  1054    0.10136E+04    0.31704E+02   -0.76304E+02    0.20348E+06    0.89615E+01
  1055    0.10165E+04    0.31422E+02   -0.76766E+02    0.20312E+06    0.86505E+01
  1056    0.10195E+04    0.31138E+02   -0.77207E+02    0.20275E+06    0.83445E+01
  1057    0.10226E+04    0.30852E+02   -0.77620E+02    0.20239E+06    0.80436E+01
  1058    0.10258E+04    0.30565E+02   -0.78011E+02    0.20203E+06    0.77476E+01
  1059    0.10289E+04    0.30276E+02   -0.78373E+02    0.20167E+06    0.74567E+01
  1060    0.10321E+04    0.29985E+02   -0.78714E+02    0.20131E+06    0.71707E+01
  1061    0.10352E+04    0.29694E+02   -0.79027E+02    0.20095E+06    0.68897E+01
  1062    0.10385E+04    0.29402E+02   -0.79318E+02    0.20059E+06    0.66137E+01
  1063    0.10415E+04    0.29108E+02   -0.79580E+02    0.20024E+06    0.63426E+01
  1064    0.10448E+04    0.28814E+02   -0.79828E+02    0.19988E+06    0.60764E+01
  1065    0.10480E+04    0.28518E+02   -0.80047E+02    0.19953E+06    0.58151E+01
  1066    0.10512E+04    0.28222E+02   -0.80237E+02    0.19917E+06    0.55587E+01
  1067    0.10545E+04    0.27925E+02   -0.80399E+02    0.19882E+06    0.53072E+01
  1068    0.10578E+04    0.27628E+02   -0.80538E+02    0.19847E+06    0.50606E+01
  1069    0.10611E+04    0.27331E+02   -0.80664E+02    0.19812E+06    0.48188E+01
  1070    0.10644E+04    0.27033E+02   -0.80761E+02    0.19777E+06    0.45818E+01
  1071    0.10676E+04    0.26736E+02   -0.80829E+02    0.19742E+06    0.43497E+01
  1072    0.10709E+04    0.26438E+02   -0.80867E+02    0.19707E+06    0.41224E+01
  1073    0.10742E+04    0.26140E+02   -0.80884E+02    0.19672E+06    0.38999E+01
  1074    0.10774E+04    0.25844E+02   -0.80879E+02    0.19637E+06    0.36822E+01
  1075    0.10807E+04    0.25546E+02   -0.80853E+02    0.19603E+06    0.34692E+01
  1076    0.10840E+04    0.25249E+02   -0.80797E+02    0.19568E+06    0.32610E+01
  1077    0.10873E+04    0.24953E+02   -0.80727E+02    0.19534E+06    0.30576E+01
  1078    0.10904E+04    0.24658E+02   -0.80613E+02    0.19500E+06    0.28588E+01
  1079    0.10936E+04    0.24363E+02   -0.80492E+02    0.19465E+06    0.26648E+01
  1080    0.10968E+04    0.24069E+02   -0.80350E+02    0.19431E+06    0.24755E+01
  1081    0.10999E+04    0.23777E+02   -0.80177E+02    0.19397E+06    0.22909E+01
  1082    0.11030E+04    0.23486E+02   -0.79983E+02    0.19363E+06    0.21109E+01
  1083    0.11061E+04    0.23195E+02   -0.79768E+02    0.19329E+06    0.19356E+01
  1084    0.11093E+04    0.22906E+02   -0.79530E+02    0.19295E+06    0.17650E+01
  1085    0.11123E+04    0.22619E+02   -0.79262E+02    0.19262E+06    0.15990E+01
  1086    0.11154E+04    0.22333E+02   -0.78988E+02    0.19228E+06    0.14376E+01
  1087    0.11183E+04    0.22050E+02   -0.78669E+02    0.19194E+06    0.12808E+01
  1088    0.11212E+04    0.21766E+02   -0.78343E+02    0.19161E+06    0.11286E+01
  1089    0.11242E+04    0.21486E+02   -0.77988E+02    0.19127E+06    0.98097E+00
  1090    0.11270E+04    0.21207E+02   -0.77625E+02    0.19094E+06    0.83790E+00
  1091    0.11299E+04    0.20930E+02   -0.77226E+02    0.19061E+06    0.69939E+00
  1092    0.11327E+04    0.20655E+02   -0.76811E+02    0.19028E+06    0.56542E+00
  1093    0.11354E+04    0.20383E+02   -0.76375E+02    0.18995E+06    0.43596E+00
  1094    0.11380E+04    0.20113E+02   -0.75923E+02    0.18962E+06    0.31101E+00
  1095    0.11407E+04    0.19847E+02   -0.75457E+02    0.18929E+06    0.19056E+00
  1096    0.11433E+04    0.19581E+02   -0.74962E+02    0.18896E+06    0.74582E-01
  1097    0.11458E+04    0.19318E+02   -0.74443E+02    0.18863E+06   -0.36927E-01
  1098    0.11483E+04    0.19059E+02   -0.73910E+02    0.18830E+06   -0.14398E+00
  1099    0.11508E+04    0.18803E+02   -0.73363E+02    0.18798E+06   -0.24660E+00
  1100    0.11532E+04    0.18550E+02   -0.72792E+02    0.18765E+06   -0.34480E+00
  1101    0.11555E+04    0.18299E+02   -0.72205E+02    0.18733E+06   -0.43858E+00
  1102    0.11579E+04    0.18051E+02   -0.71598E+02    0.18700E+06   -0.52799E+00
  1103    0.11601E+04    0.17807E+02   -0.70975E+02    0.18668E+06   -0.61306E+00
  1104    0.11622E+04    0.17567E+02   -0.70333E+02    0.18636E+06   -0.69381E+00
  1105    0.11643E+04    0.17329E+02   -0.69676E+02    0.18604E+06   -0.77028E+00
  1106    0.11663E+04    0.17094E+02   -0.69002E+02    0.18572E+06   -0.84250E+00
  1107    0.11683E+04    0.16864E+02   -0.68312E+02    0.18540E+06   -0.91051E+00
  1108    0.11702E+04    0.16636E+02   -0.67606E+02    0.18508E+06   -0.97434E+00
  1109    0.11720E+04    0.16410E+02   -0.66885E+02    0.18476E+06   -0.10340E+01
  1110    0.11737E+04    0.16190E+02   -0.66149E+02    0.18444E+06   -0.10896E+01
  1111    0.11753E+04    0.15974E+02   -0.65399E+02    0.18413E+06   -0.11411E+01
  1112    0.11770E+04    0.15761E+02   -0.64635E+02    0.18381E+06   -0.11885E+01
  1113    0.11785E+04    0.15554E+02   -0.63856E+02    0.18350E+06   -0.12319E+01
  1114    0.11799E+04    0.15348E+02   -0.63065E+02    0.18318E+06   -0.12713E+01
  1115    0.11813E+04    0.15148E+02   -0.62261E+02    0.18287E+06   -0.13068E+01
  1116    0.11827E+04    0.14952E+02   -0.61445E+02    0.18256E+06   -0.13384E+01
  1117    0.11839E+04    0.14760E+02   -0.60617E+02    0.18225E+06   -0.13660E+01
  1118    0.11850E+04    0.14573E+02   -0.59775E+02    0.18193E+06   -0.13899E+01
  1119    0.11862E+04    0.14390E+02   -0.58924E+02    0.18162E+06   -0.14099E+01
  1120    0.11871E+04    0.14211E+02   -0.58062E+02    0.18131E+06   -0.14261E+01
  1121    0.11881E+04    0.14037E+02   -0.57188E+02    0.18101E+06   -0.14385E+01
  1122    0.11889E+04    0.13867E+02   -0.56305E+02    0.18070E+06   -0.14472E+01
  1123    0.11896E+04    0.13702E+02   -0.55413E+02    0.18039E+06   -0.14523E+01
  1124    0.11903E+04    0.13541E+02   -0.54512E+02    0.18008E+06   -0.14537E+01
  1125    0.11909E+04    0.13385E+02   -0.53601E+02    0.17978E+06   -0.14514E+01
  1126    0.11914E+04    0.13234E+02   -0.52682E+02    0.17947E+06   -0.14456E+01
  1127    0.11918E+04    0.13087E+02   -0.51756E+02    0.17917E+06   -0.14362E+01
  1128    0.11921E+04    0.12946E+02   -0.50823E+02    0.17887E+06   -0.14233E+01
  1129    0.11924E+04    0.12809E+02   -0.49881E+02    0.17856E+06   -0.14069E+01
  1130    0.11925E+04    0.12677E+02   -0.48934E+02    0.17826E+06   -0.13870E+01
  1131    0.11926E+04    0.12550E+02   -0.47982E+02    0.17796E+06   -0.13637E+01
  1132    0.11926E+04    0.12428E+02   -0.47023E+02    0.17766E+06   -0.13370E+01
  1133    0.11925E+04    0.12311E+02   -0.46059E+02    0.17736E+06   -0.13069E+01
  1134    0.11923E+04    0.12199E+02   -0.45091E+02    0.17706E+06   -0.12735E+01
  1135    0.11920E+04    0.12092E+02   -0.44117E+02    0.17676E+06   -0.12368E+01
  1136    0.11916E+04    0.11990E+02   -0.43142E+02    0.17646E+06   -0.11969E+01
  1137    0.11912E+04    0.11892E+02   -0.42161E+02    0.17617E+06   -0.11537E+01
  1138    0.11907E+04    0.11801E+02   -0.41178E+02    0.17587E+06   -0.11073E+01
  1139    0.11901E+04    0.11714E+02   -0.40192E+02    0.17558E+06   -0.10578E+01
  1140    0.11894E+04    0.11633E+02   -0.39205E+02    0.17528E+06   -0.10051E+01
  1141    0.11886E+04    0.11555E+02   -0.38215E+02    0.17499E+06   -0.94929E+00
  1142    0.11877E+04    0.11484E+02   -0.37224E+02    0.17469E+06   -0.89044E+00
  1143    0.11867E+04    0.11417E+02   -0.36234E+02    0.17440E+06   -0.82855E+00
  1144    0.11856E+04    0.11355E+02   -0.35242E+02    0.17411E+06   -0.76366E+00
  1145    0.11845E+04    0.11300E+02   -0.34251E+02    0.17382E+06   -0.69580E+00
  1146    0.11832E+04    0.11249E+02   -0.33260E+02    0.17353E+06   -0.62500E+00
  1147    0.11819E+04    0.11203E+02   -0.32270E+02    0.17324E+06   -0.55130E+00
  1148    0.11804E+04    0.11162E+02   -0.31281E+02    0.17295E+06   -0.47473E+00
  1149    0.11790E+04    0.11127E+02   -0.30295E+02    0.17266E+06   -0.39531E+00
  1150    0.11774E+04    0.11096E+02   -0.29311E+02    0.17237E+06   -0.31310E+00
  1151    0.11758E+04    0.11071E+02   -0.28330E+02    0.17209E+06   -0.22811E+00
  1152    0.11739E+04    0.11050E+02   -0.27351E+02    0.17180E+06   -0.14037E+00
  1153    0.11722E+04    0.11035E+02   -0.26377E+02    0.17151E+06   -0.49920E-01
  1154    0.11703E+04    0.11026E+02   -0.25405E+02    0.17123E+06    0.43215E-01
  1155    0.11683E+04    0.11021E+02   -0.24438E+02    0.17095E+06    0.13901E+00
  1156    0.11662E+04    0.11020E+02   -0.23477E+02    0.17066E+06    0.23742E+00
  1157    0.11640E+04    0.11025E+02   -0.22520E+02    0.17038E+06    0.33844E+00
  1158    0.11618E+04    0.11035E+02   -0.21569E+02    0.17010E+06    0.44202E+00
  1159    0.11596E+04    0.11050E+02   -0.20623E+02    0.16982E+06    0.54814E+00
  1160    0.11571E+04    0.11070E+02   -0.19686E+02    0.16953E+06    0.65678E+00
  1161    0.11546E+04    0.11095E+02   -0.18754E+02    0.16925E+06    0.76789E+00
  1162    0.11521E+04    0.11125E+02   -0.17830E+02    0.16898E+06    0.88145E+00
  1163    0.11494E+04    0.11160E+02   -0.16913E+02    0.16870E+06    0.99743E+00
  1164    0.11468E+04    0.11200E+02   -0.16005E+02    0.16842E+06    0.11158E+01
  1165    0.11440E+04    0.11244E+02   -0.15104E+02    0.16814E+06    0.12365E+01
  1166    0.11411E+04    0.11293E+02   -0.14212E+02    0.16786E+06    0.13596E+01
  1167    0.11382E+04    0.11347E+02   -0.13330E+02    0.16759E+06    0.14850E+01
  1168    0.11352E+04    0.11405E+02   -0.12457E+02    0.16731E+06    0.16126E+01
  1169    0.11322E+04    0.11469E+02   -0.11595E+02    0.16704E+06    0.17425E+01
  1170    0.11291E+04    0.11536E+02   -0.10741E+02    0.16676E+06    0.18747E+01
  1171    0.11259E+04    0.11609E+02   -0.98994E+01    0.16649E+06    0.20090E+01
  1172    0.11226E+04    0.11685E+02   -0.90683E+01    0.16622E+06    0.21454E+01
  1173    0.11193E+04    0.11767E+02   -0.82481E+01    0.16595E+06    0.22840E+01
  1174    0.11160E+04    0.11852E+02   -0.74398E+01    0.16567E+06    0.24247E+01
  1175    0.11125E+04    0.11941E+02   -0.66433E+01    0.16540E+06    0.25674E+01
  1176    0.11089E+04    0.12035E+02   -0.58595E+01    0.16513E+06    0.27122E+01
  1177    0.11053E+04    0.12134E+02   -0.50878E+01    0.16486E+06    0.28591E+01
  1178    0.11016E+04    0.12235E+02   -0.43290E+01    0.16460E+06    0.30078E+01
  1179    0.10980E+04    0.12343E+02   -0.35833E+01    0.16433E+06    0.31586E+01
  1180    0.10943E+04    0.12454E+02   -0.28509E+01    0.16406E+06    0.33112E+01
  1181    0.10905E+04    0.12569E+02   -0.21322E+01    0.16379E+06    0.34658E+01
  1182    0.10866E+04    0.12687E+02   -0.14274E+01    0.16353E+06    0.36222E+01
  1183    0.10827E+04    0.12810E+02   -0.73679E+00    0.16326E+06    0.37805E+01
  1184    0.10787E+04    0.12935E+02   -0.60687E-01    0.16300E+06    0.39406E+01
  1185    0.10747E+04    0.13066E+02    0.60081E+00    0.16273E+06    0.41024E+01
  1186    0.10706E+04    0.13199E+02    0.12473E+01    0.16247E+06    0.42660E+01
  1187    0.10665E+04    0.13336E+02    0.18785E+01    0.16220E+06    0.44313E+01
  1188    0.10623E+04    0.13477E+02    0.24942E+01    0.16194E+06    0.45983E+01
  1189    0.10581E+04    0.13621E+02    0.30945E+01    0.16168E+06    0.47669E+01
  1190    0.10539E+04    0.13768E+02    0.36788E+01    0.16142E+06    0.49372E+01
  1191    0.10496E+04    0.13918E+02    0.42472E+01    0.16116E+06    0.51091E+01
  1192    0.10452E+04    0.14072E+02    0.47994E+01    0.16090E+06    0.52826E+01
  1193    0.10408E+04    0.14229E+02    0.53352E+01    0.16064E+06    0.54576E+01
  1194    0.10365E+04    0.14388E+02    0.58546E+01    0.16038E+06    0.56341E+01
  1195    0.10321E+04    0.14551E+02    0.63574E+01    0.16012E+06    0.58121E+01
  1196    0.10275E+04    0.14717E+02    0.68430E+01    0.15986E+06    0.59915E+01
  1197    0.10230E+04    0.14885E+02    0.73117E+01    0.15961E+06    0.61724E+01
  1198    0.10185E+04    0.15056E+02    0.77622E+01    0.15935E+06    0.63547E+01
  1199    0.10139E+04    0.15230E+02    0.81967E+01    0.15909E+06    0.65383E+01
  1200    0.10093E+04    0.15406E+02    0.86135E+01    0.15884E+06    0.67233E+01
  1201    0.10047E+04    0.15584E+02    0.90120E+01    0.15858E+06    0.69096E+01
  1202    0.99996E+03    0.15766E+02    0.93936E+01    0.15833E+06    0.70971E+01
  1203    0.99531E+03    0.15949E+02    0.97568E+01    0.15808E+06    0.72859E+01
  1204    0.99058E+03    0.16135E+02    0.10102E+02    0.15782E+06    0.74759E+01
  1205    0.98584E+03    0.16321E+02    0.10430E+02    0.15757E+06    0.76671E+01
  1206    0.98110E+03    0.16511E+02    0.10739E+02    0.15732E+06    0.78595E+01
  1207    0.97643E+03    0.16702E+02    0.11029E+02    0.15707E+06    0.80530E+01
  1208    0.97169E+03    0.16896E+02    0.11302E+02    0.15682E+06    0.82475E+01
  1209    0.96686E+03    0.17090E+02    0.11557E+02    0.15657E+06    0.84431E+01
  1210    0.96210E+03    0.17286E+02    0.11792E+02    0.15632E+06    0.86398E+01
  1211    0.95727E+03    0.17484E+02    0.12009E+02    0.15607E+06    0.88374E+01
  1212    0.95251E+03    0.17683E+02    0.12208E+02    0.15582E+06    0.90360E+01
  1213    0.94766E+03    0.17883E+02    0.12389E+02    0.15558E+06    0.92355E+01
  1214    0.94289E+03    0.18086E+02    0.12551E+02    0.15533E+06    0.94359E+01
  1215    0.93812E+03    0.18288E+02    0.12694E+02    0.15508E+06    0.96372E+01
  1216    0.93334E+03    0.18492E+02    0.12818E+02    0.15484E+06    0.98393E+01
  1217    0.92840E+03    0.18697E+02    0.12924E+02    0.15459E+06    0.10042E+02
  1218    0.92361E+03    0.18904E+02    0.13011E+02    0.15435E+06    0.10246E+02
  1219    0.91875E+03    0.19110E+02    0.13081E+02    0.15410E+06    0.10450E+02
  1220    0.91395E+03    0.19317E+02    0.13131E+02    0.15386E+06    0.10656E+02
  1221    0.90915E+03    0.19524E+02    0.13163E+02    0.15362E+06    0.10861E+02
  1222    0.90434E+03    0.19733E+02    0.13175E+02    0.15337E+06    0.11068E+02
  1223    0.89953E+03    0.19942E+02    0.13171E+02    0.15313E+06    0.11275E+02
  1224    0.89472E+03    0.20150E+02    0.13147E+02    0.15289E+06    0.11483E+02
  1225    0.88997E+03    0.20359E+02    0.13104E+02    0.15265E+06    0.11691E+02
  1226    0.88522E+03    0.20568E+02    0.13044E+02    0.15241E+06    0.11900E+02
  1227    0.88055E+03    0.20776E+02    0.12965E+02    0.15217E+06    0.12109E+02
  1228    0.87579E+03    0.20985E+02    0.12869E+02    0.15193E+06    0.12318E+02
  1229    0.87110E+03    0.21194E+02    0.12753E+02    0.15169E+06    0.12529E+02
  1230    0.86626E+03    0.21402E+02    0.12621E+02    0.15145E+06    0.12739E+02
  1231    0.86157E+03    0.21610E+02    0.12471E+02    0.15122E+06    0.12950E+02
  1232    0.85687E+03    0.21817E+02    0.12303E+02    0.15098E+06    0.13161E+02
  1233    0.85231E+03    0.22025E+02    0.12117E+02    0.15074E+06    0.13373E+02
  1234    0.84767E+03    0.22231E+02    0.11914E+02    0.15051E+06    0.13585E+02
  1235    0.84333E+03    0.22437E+02    0.11694E+02    0.15027E+06    0.13797E+02
  1236    0.83884E+03    0.22641E+02    0.11457E+02    0.15004E+06    0.14009E+02
  1237    0.83434E+03    0.22844E+02    0.11203E+02    0.14980E+06    0.14221E+02
  1238    0.82991E+03    0.23047E+02    0.10931E+02    0.14957E+06    0.14434E+02
  1239    0.82547E+03    0.23248E+02    0.10643E+02    0.14934E+06    0.14646E+02
  1240    0.82103E+03    0.23448E+02    0.10339E+02    0.14910E+06    0.14859E+02
  1241    0.81674E+03    0.23647E+02    0.10017E+02    0.14887E+06    0.15072E+02
  1242    0.81237E+03    0.23845E+02    0.96816E+01    0.14864E+06    0.15285E+02
  1243    0.80806E+03    0.24041E+02    0.93276E+01    0.14841E+06    0.15497E+02
  1244    0.80383E+03    0.24236E+02    0.89595E+01    0.14818E+06    0.15710E+02
  1245    0.79966E+03    0.24429E+02    0.85754E+01    0.14795E+06    0.15923E+02
  1246    0.79549E+03    0.24620E+02    0.81770E+01    0.14772E+06    0.16135E+02
  1247    0.79132E+03    0.24810E+02    0.77629E+01    0.14749E+06    0.16348E+02
  1248    0.78722E+03    0.24997E+02    0.73336E+01    0.14726E+06    0.16560E+02
  1249    0.78318E+03    0.25184E+02    0.68900E+01    0.14703E+06    0.16772E+02
  1250    0.77922E+03    0.25368E+02    0.64319E+01    0.14681E+06    0.16984E+02
  1251    0.77525E+03    0.25549E+02    0.59595E+01    0.14658E+06    0.17195E+02
  1252    0.77142E+03    0.25729E+02    0.54730E+01    0.14635E+06    0.17407E+02
  1253    0.76752E+03    0.25906E+02    0.49729E+01    0.14613E+06    0.17618E+02
  1254    0.76368E+03    0.26080E+02    0.44595E+01    0.14590E+06    0.17828E+02
  1255    0.75992E+03    0.26254E+02    0.39327E+01    0.14568E+06    0.18039E+02
  1256    0.75630E+03    0.26423E+02    0.33933E+01    0.14545E+06    0.18248E+02
  1257    0.75268E+03    0.26591E+02    0.28411E+01    0.14523E+06    0.18458E+02
  1258    0.74905E+03    0.26755E+02    0.22767E+01    0.14501E+06    0.18667E+02
  1259    0.74549E+03    0.26917E+02    0.17003E+01    0.14478E+06    0.18876E+02
  1260    0.74200E+03    0.27076E+02    0.11122E+01    0.14456E+06    0.19084E+02
  1261    0.73858E+03    0.27233E+02    0.51260E+00    0.14434E+06    0.19291E+02
  1262    0.73524E+03    0.27387E+02   -0.97950E-01    0.14412E+06    0.19498E+02
  1263    0.73196E+03    0.27537E+02   -0.71949E+00    0.14390E+06    0.19705E+02
